DATE,JOB POSITION,SENIORITY,INDUSTRY SECTOR,AMOUNT,PROMO CODE,TICKET CLASS,REFERRAL CHANNEL,,,,,,,,,,
2/5/2025,President,President/Founder/Owner/Chairperson,Media,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
2/5/2025,Director of Ai Business,C-Suite/SVP/VP/Director,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Director of Program Management,C-Suite/SVP/VP/Director,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Digital Strategist,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Executive Pass III,Email,,,,,,,,,,
2/5/2025,Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Founder,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_ALL_TIER2_05,Executive Pass III,Email,,,,,,,,,,
2/5/2025,Marketing Strategist,Independent Contributor/Specialist,Marketing Agency,$5.00,AFF_ALL_TIER2_05,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Data Analyst,Manager/Senior Manager,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Product Owner,Manager/Senior Manager,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,Manager,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/5/2025,System Analyst,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,Senior Research Analyst,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,Digital Strategist,Independent Contributor/Specialist,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,CEO,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,CRM,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,Chief Creative Officer,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/4/2025,Director of Strategy,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,Principal,President/Founder/Owner/Chairperson,Consultancy,$45.20,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/4/2025,Partner,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/4/2025,Principal,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/4/2025,Managing Partner,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER2_07,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/3/2025,Head of Insights,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
2/3/2025,CEO,C-Suite/SVP/VP/Director,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/3/2025,Operations,President/Founder/Owner/Chairperson,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/3/2025,Director of Consumer Growth,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
2/3/2025,Principal Consultant,President/Founder/Owner/Chairperson,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/3/2025,Data Analyst,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/2/2025,"International Development, North America",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
2/2/2025,President,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
2/2/2025,Principal,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
2/1/2025,E-commerce Catalogue Manager,Manager/Senior Manager,Retailer,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
2/1/2025,CMO,C-Suite/SVP/VP/Director,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/31/2025,Enterprise Account Executive,Independent Contributor/Specialist,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/31/2025,Senior Market Access Consultant,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/31/2025,E-Commerce Account Manager,Manager/Senior Manager,Brand,$898.35,ORGANIC,Executive Pass I,Email,,,,,,,,,,
1/31/2025,Director Trade Marketing,C-Suite/SVP/VP/Director,Brand,$898.35,ORGANIC,Executive Pass I,LinkedIn,,,,,,,,,,
1/31/2025,"Sr. Manager, eCommerce and Digital Capabilities",Manager/Senior Manager,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,Email,,,,,,,,,,
1/31/2025,VP Customer Development,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/30/2025,Designer,Independent Contributor/Specialist,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,Marketing Director,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
1/30/2025,IT,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/30/2025,Content Creator and Marketing Coordinator,Manager/Senior Manager,Marketing Agency,$40.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,Marketing Director,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
1/30/2025,Senior Sales Executive,Independent Contributor/Specialist,Technology Partner,$40.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,Founder,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,Founder,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,photographer,Independent Contributor/Specialist,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/30/2025,Writer,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,CEO,President/Founder/Owner/Chairperson,Media,$40.00,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/30/2025,President,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,Director of Ecommerce,C-Suite/SVP/VP/Director,Retailer,$636.00,DISC_20,Executive Pass I,Email,,,,,,,,,,
1/30/2025,"Senior Director, Strategic Partnerships",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/30/2025,Partner,C-Suite/SVP/VP/Director,Marketing Agency,$40.00,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/30/2025,Marketing Director,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_03,Executive Pass I,Email,,,,,,,,,,
1/30/2025,Sr. Sales Manager,Manager/Senior Manager,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/30/2025,Vice President Marketing,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,LinkedIn,,,,,,,,,,
1/30/2025,visual artist,Independent Contributor/Specialist,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/29/2025,owner,President/Founder/Owner/Chairperson,Technology Partner,$40.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Director of Operations,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_05,Executive Pass I,Email,,,,,,,,,,
1/29/2025,CEO,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
1/29/2025,VP of Customer Experience & Digital Commerce,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass I,Email,,,,,,,,,,
1/29/2025,Managing Partner,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_ALL_TIER2_04,Executive Pass III,LinkedIn,,,,,,,,,,
1/29/2025,Integrated Account Lead,Independent Contributor/Specialist,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/29/2025,Founder & CEO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,"Sr Director, Enterprise",C-Suite/SVP/VP/Director,Technology Partner,$916.00,DISC_20,Executive Pass III,LinkedIn,,,,,,,,,,
1/29/2025,President,President/Founder/Owner/Chairperson,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Co-Founder,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Events and Promotions Assistant,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Account Executive,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,"Director of Sales, Canada",C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Sales Director,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Sales Director,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Industry Strategist,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Director,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Growth,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/29/2025,Founder,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/29/2025,Founder,President/Founder/Owner/Chairperson,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Consultant,Independent Contributor/Specialist,Consultancy,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Consultant,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Advisor,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Advisor,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Director,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,PM,Manager/Senior Manager,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Loyalty and Retention Advisor,Manager/Senior Manager,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Production Consultant,Independent Contributor/Specialist,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Director,C-Suite/SVP/VP/Director,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Sr Mgr,Manager/Senior Manager,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,MARKETING SPECIALIST,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Director of Media and Technology Strategy,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Senior Sales Executive,Independent Contributor/Specialist,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Proprietor,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Manager,Manager/Senior Manager,Retailer,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,PM,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Consultant,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,CEO,C-Suite/SVP/VP/Director,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Partner,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Director of Marketing,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Group Director,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Director - Business Development,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Managing Director,President/Founder/Owner/Chairperson,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Principal and Chief Experience Officer,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Principal and CXO,C-Suite/SVP/VP/Director,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Co-Founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,"Director, Business Development",C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Director of Business Development,Manager/Senior Manager,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,none,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Founder,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Industry Strategist,Manager/Senior Manager,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,CEO,C-Suite/SVP/VP/Director,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Associate Publisher,C-Suite/SVP/VP/Director,Media,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Account Director,Manager/Senior Manager,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Events Specialist,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Events Specialist,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Events Specialist,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Events Specialist,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Analyst,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,CEO,C-Suite/SVP/VP/Director,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Freelance UX Consultant,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Freelance UX Consultant,Independent Contributor/Specialist,Consultancy,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Industry strategist,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,Client Partner,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,CEO,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,AFF_WORK_TIER1_01,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/28/2025,FOUNDER,President/Founder/Owner/Chairperson,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
1/28/2025,CEO,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
1/28/2025,Co-Founder & President,President/Founder/Owner/Chairperson,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,Email,,,,,,,,,,
1/27/2025,CEO and Co-founder,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
1/27/2025,eCommerce Manager,Manager/Senior Manager,Retailer,$5.00,AFF_ALL_TIER2_05,Executive Pass II,Email,,,,,,,,,,
1/27/2025,eCommerce Manager,Manager/Senior Manager,Retailer,$5.00,AFF_ALL_TIER2_05,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
1/27/2025,Business Developer,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/27/2025,President,President/Founder/Owner/Chairperson,Marketing Agency,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/27/2025,COO,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,LinkedIn,,,,,,,,,,
1/27/2025,VP Partnerships & Special Projects,C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_05,Executive Pass I,LinkedIn,,,,,,,,,,
1/27/2025,VP of Sales & Marketing,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass III,Email,,,,,,,,,,
1/25/2025,Marketing coordinator,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass II,LinkedIn,,,,,,,,,,
1/25/2025,Co-Founder,President/Founder/Owner/Chairperson,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/25/2025,Marketing Director,C-Suite/SVP/VP/Director,Retailer,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
1/24/2025,Machine Vision & Advanced Applications,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/24/2025,"Co-Founder, CEO",C-Suite/SVP/VP/Director,Brand,$5.00,AFF_ALL_TIER2_04,Executive Pass I,LinkedIn,,,,,,,,,,
1/23/2025,Owner,President/Founder/Owner/Chairperson,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,Account Manager,Manager/Senior Manager,Retailer,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,COO,C-Suite/SVP/VP/Director,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,CEO,President/Founder/Owner/Chairperson,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,Global Account Manager,Manager/Senior Manager,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,Business Development,Independent Contributor/Specialist,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,The Maestro,President/Founder/Owner/Chairperson,Technology Partner,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
1/23/2025,AI Enginner,Manager/Senior Manager,Brand,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/5/2025,CMO,C-Suite/SVP/VP/Director,Brand,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/5/2025,Chief Distribution Officer,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/5/2025,CEO,President/Founder/Owner/Chairperson,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/5/2025,Marketing Manager,Manager/Senior Manager,Media,$5.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/5/2025,Trade Commissioner,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/5/2025,President & CEO,President/Founder/Owner/Chairperson,Media,$5.00,AFF_ALL_TIER2_03,Executive Pass III,Email,,,,,,,,,,
3/4/2025,Managing Partner,President/Founder/Owner/Chairperson,Marketing Agency,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,"Web Designer, Paid Media E-Commerce",Independent Contributor/Specialist,Brand,$5.00,AFF_ALL_TIER2_03,Executive Pass II,Email,,,,,,,,,,
3/4/2025,Faculty of Media and Creative Arts,Independent Contributor/Specialist,"Academia, Non-profit, or other",$5.00,AFF_WORK_TIER2_03,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Senior Client Services Manager,Manager/Senior Manager,Consultancy,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Senior Consultant,Manager/Senior Manager,Consultancy,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Head of Events,C-Suite/SVP/VP/Director,"Academia, Non-profit, or other",$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Founder,President/Founder/Owner/Chairperson,Brand,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Production Lead,President/Founder/Owner/Chairperson,Consultancy,$5.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Business Development Manager,Manager/Senior Manager,Technology Partner,$5.00,AFF_WORK_TIER2_11,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Co-founder & COO,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Director of Operations,President/Founder/Owner/Chairperson,Brand,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,CEO,President/Founder/Owner/Chairperson,Media,$5.00,DISC_BASIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Founding Revenue Leader,President/Founder/Owner/Chairperson,Technology Partner,$5.00,AFF_WORK_TIER2_02,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Account Executive,Manager/Senior Manager,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
3/4/2025,Marketing Manager,Manager/Senior Manager,Technology Partner,$50.85,ORGANIC,Workshop/Floor Entry Pass,Email,,,,,,,,,,
3/4/2025,Head of Demand Generation,C-Suite/SVP/VP/Director,Technology Partner,$5.00,ORGANIC,Workshop/Floor Entry Pass,LinkedIn,,,,,,,,,,
